cla_id,cla_level1_id,cla_level1_description,cla_level2_id,cla_level2_description,cla_level3_id,cla_level3_description,cla_level1_id,cla_level4_description,cla_level5_id,cla_level5_description,question_id,criteria_id
6.2.1,6.2.1.1,Error-free records that can be used as a reliable source of information to establish AO with quality results is in exploring stage. ,6.2.1.2,Error-free records that can be used as a reliable source of information to establish AO with quality results is being established and under expert evaluation.,6.2.1.3,Error-free records that can be used as a reliable source of information to establish AO with quality results is in place in some areas. Limited KPI to review the success of the process,6.2.1.4,"Error-free records that can be used as a reliable source of information to establish AO with quality results is in place for all areas. KPIs, regular drill, audit and comply to international standard (e.g. ISO) are implemented to ensure data accuracy first time and every time. ",6.2.1.5,"Error-free records that can be used as a reliable source of information to establish AO with quality results are in place for all areas. KPIs, regular drill and audit had implemented to ensure data accuracy first time and every time. ",6.2.1,6.2.1
6.2.2,6.2.2.1,Both the data model and data sets have complete information to establish AO with quality results is in exploring stage. ,6.2.2.2,Both the data model and data sets have complete information to establish AO with quality results is being established and under expert evaluation. ,6.2.2.3,Both the data model and data sets have complete information to establish AO with quality results is in place in some areas. Limited KPI to review the success of the process. ,6.2.2.4,"Both the data model and data sets have complete information to establish AO with quality results is in place for all areas. KPIs, regular drill, audit and comply to international standard (e.g. ISO) had implemented to ensure data completeness first time and every time.  ",6.2.2.5,"Both the data model and data sets have complete information to establish AO with quality results is in place for all areas. KPIs, regular drill and audit had implemented to ensure data completeness first time and every time. ",6.2.2,6.2.2
6.2.3,6.2.3.1,The capability of noise reduction of the multidimensional orginal data to ensure data unbiasing is characterised by minimal recognition and manual handling.,6.2.3.2,The capability of noise reduction of the multidimensional orginal data to ensure data unbiasing is under initial implementation of static rules and policies to identify and mitigate biases.,6.2.3.3,The capability of noise reduction of the multidimensional orginal data to ensure data unbiasing is under dynamic and proactive management based on historical data.,6.2.3.4,The capability of noise reduction of the multidimensional orginal data to ensure data unbiasing is  advanced with AI-assisted continuous learning and proactive prevention.,6.2.3.5,The capability of noise reduction of the multidimensional orginal data to ensure data unbiasing is fully automated with AI-driven predictive capabilities to ensure unbiased data handling at an expert level.,6.2.3,6.2.3
6.2.4,6.2.4.1,"The capability to format the data for organizing, processing, retrieving and storing data for AO is under testing stage and under trial.",6.2.4.2,"The capability toformat the data fororganizing, processing, retrieving and storing data for AO is just in place and initial KPIs are under fine-tuning.",6.2.4.3,"The capability to format the
data for organizing, processing, retrieving and storing data for AO is in place. KPI results are out to monitor the effectiveness of data structuring. Some KPIs are being achieved.",6.2.4.4,"The capability to format the data for organizing, processing, retrieving and  storing data for  AO is cross-functional.
KPI results are out to monitor the effectiveness of  data structuring. Most KPIs are being  achieved.",6.2.4.5,"The processes to format the data for organizing, processing, retrieving and  storing data for  AO is across the ecosystem.
KPI results are out to monitor the effectiveness of  data structuring. Full KPIs are being  achieved.",6.2.4,6.2.4
6.2.5,6.2.5.1,The capability to ensure that data is not lost or corrupted as it travels throughout the system to establish AO with quality results is in exploring stage.,6.2.5.2,The capability to ensure that data is not lost or corrupted as it travels throughout the system to establish AO with quality results is being established and under expert evaluation.  ,6.2.5.3,The capability to ensure that data is not lost or corrupted as it travels throughout the system to establish AO with quality results is in place in some areas. Limited KPI to review the success of the process. ,6.2.5.4,"The capability to ensure that data is not lost or corrupted as it travels throughout the system to establish AO with quality results  is in place for all areas. KPIs, regular drill, audit and comply to international standard (e.g. ISO) had implemented to ensure data consistency first time and every time.   	",6.2.5.5,"The capability to ensure that data is not lost or corrupted as it travels throughout the system to establish AO with quality results  is in place for all areas. KPIs, regular drill and audit had implemented to ensure data consistency first time and every time.",6.2.5,6.2.5
6.3.1,6.3.1.1,The process of duplicating data to allow retrieval of the duplicate set after a data loss event to allow AO function with minimum impact is just in exploring stage.,6.3.1.2,The process of duplicating data to allow retrieval of the duplicate set after a data loss event to allow AO function with minimum impact is being established and under expert evaluation.,6.3.1.3,The process of duplicating data to allow retrieval of the duplicate set after a data loss event to allow AO function with minimum impact is in place in some areas. Limited KPI to review the success of the process. ,6.3.1.4,The process of duplicating data to allow retrieval of the duplicate set after a data loss event to allow AO function with minimum impact is in place for most areas. KPIs are in place to examine the effectiveness.,6.3.1.5,"The process of duplicating data to allow retrieval of the duplicate set after a data loss event to allow AO function with minimum impact is in place for all areas. KPIs, regular drill and audit had implemented to ensure it is in place when needed. ",6.3.1,6.3.1
6.3.2,6.3.2.1,"The process of Recovering data that has been lost, accidentally deleted, corrupted or made inaccessible for AO is just in exploring stage. ",6.3.2.2,"The process of restoring data that has been lost, accidentally deleted, corrupted or made inaccessible for AO is being established and under expert evaluation. ",6.3.2.3,"The process of restoring data that has been lost, accidentally deleted, corrupted or made inaccessible for AO is in place in some areas. Limited KPI to review the success of the process. ",6.3.2.4,"The process of restoring data that has been lost, accidentally deleted, corrupted or made inaccessible for AO is in place for most areas. KPIs are in place to examine the effectiveness. ",6.3.2.5,"The process of restoring data that has been lost, accidentally deleted, corrupted or made inaccessible for AO is in place for all areas. KPIs, regular drill and audit had implemented to ensure it is in place when needed. ",6.3.2,6.3.2
6.3.3,6.3.3.1,"There is no formal audit on data security, data integrity and the practices of data owners. ",6.3.3.2,Internal Data Audits are carried out only for specific departments that interface external customers or need to comply to government requirements. ,6.3.3.3,Only internal audits on data are carried out on a regular basis. Improvements are carried out to comply to the latest requirements. Data Audits are being seen as risk management instead of value management. ,6.3.3.4,Both internal and external audits on data are carried out on a regular basis. Improvements are carried out to comply to the latest requirements. Data audits start to be seen as value management instead of risk management only. ,6.3.3.5,Data audits are being recognized by the company as of critical importance for the success of AO. Data Audits are also being seen as value management. Both internal and external audits on all data handling by the company. Company also complies to external standards (e.g. ISO 27001). Regular reports are also being issued to communicate to external stakeholders to see the business value through data control and data intelligence. ,6.3.3,6.3.3
6.3.4,6.3.4.1,Data protection is based on Zero Trust principles to establish an initial framework for data protection.,6.3.4.2,"Data protection begins to implement the Zero Trust model, gradually enhancing data security",6.3.4.3,Data protection fully applies Zero Trust principles to ensure the effective execution of data security measures.,6.3.4.4,"Data protection continuously optimizes the Zero Trust model, improving data security protection capabilities.",6.3.4.5,Data protection leads the industry in data security standards through innovation and practice of the Zero Trust model.,6.3.4,6.3.4
6.3.5,6.3.5.1,"Users can access and modify all data or resources, no security rules or access policies set by the system.  ",6.3.5.2,"Under the static rules or policies (limited change set by the administrator), users can only access and modify  the resources they are authorized to access.",6.3.5.3,"Under the  static rules or policies (regular change set by the administrator), users can only access and modify the resources they are authorized to access.",6.3.5.4,"Under the dynamic rules or policies set by the administrator, users can only access and modify the resources they are authorized to access.",6.3.5.5,"Under the  AI-driven rules or policies set by the administrator, users can only access and modify the resources they are authorized to access.",6.3.5,6.3.5
6.4.1,6.4.1.1,Data monetization efforts are ad hoc and not strategically planned. Data is collected but not effectively utilised.,6.4.1.2,The organization understands the value of their data and start to monetize it in a more structured manner. Data monetisation efforts are repeatable but may lack standardisation and integration.,6.4.1.3,"Data monetization is a defined process within the organisation, with clear strategies and objectives. Data monetization initiatives are more integrated and standardised, with clear ownership and accountability.",6.4.1.4,"Data monetization is managed across the organisation as a core capability, with metrics and performance targets.Data monetization is measured and optimised with the help of AI-assisted , a focus on scalability and sustainability.",6.4.1.5,"Data monetization is fully optimised and contributes significantly to the business strategy and revenue. The organisation leverages advanced analytics, AI, and machine learning to maximise data value. A culture of data-driven decision-making and a focus on creating new business models based on data insights.",6.4.1,6.4.1
6.4.2,6.4.2.1,"Manual collection and organization of raw data. Basic tools are utilized for data cleaning and formatting, with a heavy reliance on manual operations.",6.4.2.2,"Data preprocessing begins to incorporate semi-automated tools, reducing some of the manual work.",6.4.2.3,"The processes of data collection, cleaning, processing, and analysis have achieved a certain degree of automation. ",6.4.2.4,"The production process of data products is highly automated, including automatic data updates, cleaning, and analysis.",6.4.2.5,"The entire lifecycle of data products, from data collection to insight delivery, is fully automated. The system is capable of adapting to market changes and user needs.",6.4.2,6.4.2
6.4.3,6.4.3.1,"Reporting and analysis functionalities are elementary, with limited automation. Primarily dependent on manual data collection and basic statistical reporting. Visualization and dashboard features may not be fully realized.",6.4.3.2,"The reporting and analysis tools have the capability to automatically generate standardized reports; however, custom analyses continue to require substantial manual involvement. The visualization and dashboard features are undergoing continuous improvement.",6.4.3.3,"The reporting and analysis capabilities are designed to automatically process extensive data, producing a wide range of business reports. Additionally, the visualization and dashboard tools are notable for their high level of usability.",6.4.3.4,The reporting and analysis tools have the capability to monitor data changes in real-time and adjust the analysis models autonomously. The visualization and dashboard features are characterized by their high level of intelligence.,6.4.3.5,"The reporting and analysis features are designed to self-optimize, leveraging artificial intelligence to anticipate business trends and furnish decision-makers with proactive insights. The visualization and dashboard tools are renowned for their exceptional ease of use, facilitating seamless engagement with users.",6.4.3,6.4.3
6.4.4,6.4.4.1,"Essential services to assist clients in taking action, Depend on the expertise and experience of individual specialists. On-site support is somewhat restricted, in the early stages of implementing process automation and outsourcing, currently the least automated operations.",6.4.4.2,"Services are evolving to be more systematic, with an enhanced level of automation. Consulting services are moving towards standardization, on-site support is increasing in frequency,  expand process automation and outsourcing initiatives.",6.4.4.3,"Services have reached a high level of maturity, with a notable increase in automation. Consulting services and on-site support are now more efficient, extensively implemented process automation and outsourcing.",6.4.4.4,"Services are characterized by a high degree of automation and intelligence. Consulting services and on-site support offer predictive insights through sophisticated data analysis, process automation and outsourcing on a sophisticated level.",6.4.4.5,"Services have attained industry-leading standards, with automation and intelligence at their peak. Consulting services and on-site support are now capable of actively adjusting to customer needs, process automation and outsourcing strategies have realized the maximum possible benefits.",6.4.4,6.4.4
